debt_id,collected_amount,date_of_trans
198539,15.2,2021-11-15
199948,25.52,2021-11-15
41406,24.9013,2021-11-15
198157,31.11,2021-11-15
21139,32.016,2021-11-15
38568,10.0,2021-11-15
36962,14.39,2021-11-15
199061,17.5,2021-11-15
198125,16.6366,2021-11-15
36754,10.0,2021-11-15
38051,31.46,2021-11-15
40442,18.13,2021-11-15
30755,34.75,2021-11-15
38366,18.0,2021-11-15
24349,31.47,2021-11-15
198820,17.4,2021-11-15
199147,36.9,2021-11-15
36919,17.4,2021-11-15
199185,36.92,2021-11-15
41348,10.0,2021-11-15
199194,34.35,2021-11-15
12904,21.0,2021-11-15
199179,25.0,2021-11-15
41769,29.4123,2021-11-15
10648,44.3,2021-11-15
41770,34.8,2021-11-15
197838,44.6392,2021-11-15
197734,126.78,2021-11-15
37482,53.0,2021-11-15
199246,41.71,2021-11-15
41131,13.95,2021-11-15
197692,39.525,2021-11-15
198227,20.0,2021-11-15
197423,47.385,2021-11-15
25280,27.7,2021-11-15
31498,19.7,2021-11-15
22065,300.0,2021-11-17
11000,36.0,2021-11-16
197823,17.445,2021-11-16
8408,61.8,2021-11-16
198858,51.0404,2021-11-16
38726,20.8803,2021-11-16
198133,24.92,2021-11-16
21019,22.5,2021-11-16
197537,24.697,2021-11-16
197666,23.0,2021-11-16
31395,43.12,2021-11-16
41101,9.0,2021-11-16
199390,34.8002,2021-11-16
20179,26.07,2021-11-16
198415,74.814,2021-11-16
24339,36.346,2021-11-16
8704,48.0,2021-11-16
20656,47.85,2021-11-20
29427,21.0,2021-11-16
199456,27.75,2021-11-16
198037,56.4,2021-11-16
40225,37.12,2021-11-16
199510,32.33,2021-11-16
199262,31.7,2021-11-16
35785,50.199,2021-11-20
21058,22.0,2021-11-16
39849,13.95,2021-11-16
197410,19.7534,2021-11-16
197476,67.04,2021-11-16
40655,20.0,2021-11-16
199580,20.0,2021-11-16
198229,36.26,2021-11-16
197473,27.84,2021-11-26
199587,21.12,2021-11-16
199592,40.0,2021-11-16
41793,18.56,2021-11-16
24134,33.05,2021-11-16
38444,32.1,2021-11-16
197205,17.4,2021-11-16
199655,30.0,2021-11-16
199684,16.5,2021-11-16
37515,16.25,2021-11-16
37728,34.8039,2021-11-16
197707,34.79,2021-11-16
198144,33.05,2021-11-16
198324,32.56,2021-11-16
198138,104.8611,2021-11-16
38420,15.0,2021-11-16
36767,42.0,2021-11-16
198846,38.45,2021-11-16
199751,44.05,2021-11-16
37499,11.35,2021-11-16
197927,33.7439,2021-11-16
199271,36.85,2021-11-16
199788,32.48,2021-11-16
199797,26.0,2021-11-16
36620,13.95,2021-11-16
199804,17.4,2021-11-16
198175,18.0,2021-11-16
197470,20.0,2021-11-16
199834,12.9055,2021-11-16
199875,16.25,2021-11-16
197328,26.0,2021-11-16
199076,13.9,2021-11-16
37011,28.05,2021-11-16
42286,22.5,2021-11-16
200126,16.25,2021-11-16
198330,16.25,2021-11-16
198184,20.0,2021-11-16
198442,41.744,2021-11-16
36524,41.763,2021-11-16
25111,20.0,2021-11-16
25779,20.0,2021-11-16
36169,19.75,2021-11-16
21033,10.5,2021-11-16
42543,45.0,2021-11-16
198051,11.9,2021-11-16
41754,45.279,2021-11-16
199235,30.33,2021-11-16
42483,10.0,2021-11-16
197337,100.0,2021-11-16
197547,32.48,2021-11-16
42593,20.0,2021-11-16
199275,41.52,2021-11-17
199280,39.07,2021-11-17
199290,25.0,2021-11-17
40920,41.76,2021-11-17
36216,60.55,2021-11-20
31192,17.0,2021-11-17
199346,25.0,2021-11-17
199031,38.4,2021-11-17
36032,34.8,2021-11-17
198378,34.8,2021-11-17
36967,52.5,2021-11-23
197189,50.52,2021-11-17
197315,38.9,2021-11-17
198119,36.0,2021-11-17
25573,21.0,2021-11-17
198730,27.84,2021-11-17
40861,44.05,2021-11-17
36413,21.15,2021-11-17
24076,32.0,2021-11-17
198897,37.12,2021-11-17
198218,34.7,2021-11-17
6645,49.5,2021-11-17
24412,38.0,2021-11-17
40035,27.84,2021-11-17
199538,28.4,2021-11-17
12552,27.0,2021-11-17
198337,44.06,2021-11-17
35868,35.0,2021-11-26
41328,32.33,2021-11-17
197233,29.0,2021-11-17
199087,20.35,2021-11-17
41286,27.68,2021-11-17
198493,22.04,2021-11-17
197438,22.05,2021-11-17
24444,32.0,2021-11-17
30864,122.055,2021-11-17
198397,20.0,2021-11-17
38305,26.4,2021-11-17
197346,22.0,2021-11-17
199739,25.82,2021-11-17
37378,24.9,2021-11-17
198376,27.86,2021-11-17
37481,24.364,2021-11-17
199192,35.0,2021-11-17
199789,16.24,2021-11-17
197716,31.0,2021-11-17
38473,10.55,2021-11-17
38430,13.0,2021-11-17
199827,16.2429,2021-11-17
198560,25.0,2021-11-17
198636,16.0,2021-11-17
29398,13.92,2021-11-17
198702,32.93,2021-11-17
41953,33.6774,2021-11-17
198648,13.844,2021-11-17
198537,17.0,2021-11-17
200173,40.0761,2021-11-17
198356,16.319,2021-11-17
41350,38.2803,2021-11-17
40571,26.1009,2021-11-17
13488,100.0,2021-11-17
8977,62.4,2021-11-17
199107,33.0,2021-11-17
20891,38.2,2021-11-17
42568,26.68,2021-11-17
198760,14.0,2021-11-17
198563,20.9,2021-11-17
199212,28.0,2021-11-17
40296,27.058,2021-11-17
12477,20.0,2021-11-17
198672,14.75,2021-11-17
22126,100.0,2021-11-22
16069,67.25,2021-11-22
41341,8.09,2021-11-20
199260,22.25,2021-11-20
198322,40.95,2021-11-20
197577,22.3,2021-11-20
40017,33.003,2021-11-20
38693,50.0,2021-11-20
199305,43.6,2021-11-20
37936,30.0,2021-11-20
37152,31.48,2021-11-20
199341,25.72,2021-11-20
199348,22.0,2021-11-20
29550,24.2,2021-11-20
37092,44.0,2021-11-20
197397,40.01,2021-11-20
199356,23.06,2021-11-20
36189,41.035,2021-11-20
197474,10.0,2021-11-20
36049,19.75,2021-11-20
40770,22.007,2021-11-20
36924,23.5,2021-11-26
40445,13.9203,2021-11-20
198576,34.2,2021-11-20
38379,8.0,2021-11-20
199446,22.0,2021-11-20
24092,38.92,2021-11-20
197279,21.0,2021-11-20
198236,20.0,2021-11-20
40247,15.0,2021-11-20
197718,34.85,2021-11-20
9324,30.75,2021-11-20
37594,34.0,2021-11-20
35969,14.8,2021-11-20
199090,0.0013,2021-11-20
11526,40.0,2021-11-20
199489,39.53,2021-11-20
40502,35.18,2021-11-20
199041,12.5,2021-11-20
41270,31.01,2021-11-20
197590,49.3873,2021-11-20
197873,44.0,2021-11-20
199532,34.2122,2021-11-20
197272,20.0,2021-11-20
197906,13.85,2021-11-20
41197,43.98,2021-11-20
41276,27.5,2021-11-20
199579,23.35,2021-11-20
21711,30.0,2021-11-20
199597,10.25,2021-11-20
199605,31.0,2021-11-20
199612,43.6152,2021-11-20
38563,17.06,2021-11-20
197584,19.9742,2021-11-20
21826,70.37,2021-11-30
37035,26.0,2021-11-20
12338,29.55,2021-11-20
199645,32.4,2021-11-26
21847,30.85,2021-11-20
198071,16.0,2021-11-20
36235,21.2,2021-11-20
198511,22.041,2021-11-20
197300,25.522,2021-11-20
197667,30.88,2021-11-20
36334,28.0,2021-11-20
199681,21.5,2021-11-20
197426,17.5,2021-11-20
42269,44.0,2021-11-20
21059,22.0,2021-11-20
199696,26.0,2021-11-20
29376,19.75,2021-11-20
199709,40.0,2021-11-20
197441,21.0844,2021-11-20
197561,52.75,2021-11-20
40058,24.65,2021-11-20
199726,44.0,2021-11-20
40374,22.0,2021-11-20
198182,30.26,2021-11-20
199732,15.5,2021-11-20
197384,10.0,2021-11-20
197432,26.8024,2021-11-20
25230,45.0,2021-11-20
199738,25.52,2021-11-20
36138,29.7,2021-11-20
198581,19.76,2021-11-20
36395,20.0,2021-11-20
198684,10.0,2021-11-20
197511,17.41,2021-11-20
42133,23.0,2021-11-20
197498,23.5,2021-11-20
41484,17.4032,2021-11-20
25138,36.22,2021-11-20
40335,12.2,2021-11-20
197700,25.2562,2021-11-20
38038,83.7207,2021-11-20
199779,17.0,2021-11-20
41565,26.0,2021-11-20
197665,20.0,2021-11-20
38200,17.15,2021-11-20
199792,17.4,2021-11-20
199794,20.0,2021-11-20
198132,23.7422,2021-11-20
40912,30.0,2021-11-20
35930,30.2,2021-11-20
197229,22.0403,2021-11-20
37098,16.2,2021-11-20
37015,26.0,2021-11-20
37753,23.35,2021-11-22
198336,22.69,2021-11-20
199743,28.8,2021-11-20
199852,17.4,2021-11-20
199864,15.15,2021-11-20
197549,16.25,2021-11-20
199865,25.55,2021-11-20
31621,13.9,2021-11-20
41014,9.0,2021-11-20
199889,13.5,2021-11-20
198035,26.684,2021-11-20
197771,20.0,2021-11-20
199944,22.0,2021-11-20
199003,13.6827,2021-11-20
199659,43.3,2021-11-20
198566,14.15,2021-11-20
198084,23.2,2021-11-20
200124,12.75,2021-11-20
39823,6.2829,2021-11-20
198076,28.5,2021-11-20
200161,13.92,2021-11-20
197871,12.5729,2021-11-20
197627,42.15,2021-11-22
197905,22.9344,2021-11-20
197687,18.1,2021-11-20
198871,16.25,2021-11-20
198346,32.45,2021-11-20
199110,32.06,2021-11-20
198343,19.72,2021-11-20
197643,39.4401,2021-11-20
13014,35.2,2021-11-20
30946,10.0,2021-11-20
198557,14.0,2021-11-20
38441,34.85,2021-11-20
42022,50.0,2021-11-20
25112,27.4372,2021-11-20
36577,44.04,2021-11-20
199210,19.7244,2021-11-20
199215,22.4919,2021-11-20
31253,27.55,2021-11-29
25447,20.88,2021-11-20
199112,25.0,2021-11-20
19406,26.25,2021-10-31
197980,37.6,2021-11-20
198618,20.0,2021-11-20
43473,200.0,2021-11-22
14715,27.6,2021-11-22
21532,22.0,2021-11-22
198080,13.95,2021-11-22
24718,21.0,2021-11-22
199292,146.123,2021-11-22
37299,20.0,2021-11-22
41730,41.903,2021-11-22
199299,44.6434,2021-11-22
41683,37.75,2021-11-22
42553,20.88,2021-11-22
37638,20.0,2021-11-22
197378,33.65,2021-11-22
10069,15.0,2021-11-22
40186,44.0,2021-11-22
25381,34.8,2021-11-22
37315,30.0,2021-11-22
197480,50.5,2021-11-22
197352,16.62,2021-11-22
199432,18.5,2021-11-22
37007,22.0804,2021-11-22
41789,74.784,2021-11-22
197322,48.2705,2021-11-22
199450,39.3221,2021-11-22
40540,16.3,2021-11-22
25089,27.85,2021-11-22
199469,48.9,2021-11-22
37339,37.12,2021-11-22
197896,23.348,2021-11-22
29115,25.0,2021-11-22
41240,18.6,2021-11-22
20698,29.75,2021-11-22
40093,13.84,2021-11-22
24104,5.0,2021-11-22
30925,35.61,2021-11-22
31109,22.0,2021-11-22
29190,44.1,2021-11-22
197495,22.1,2021-11-22
37854,14.0,2021-11-22
8631,44.0,2021-11-22
25131,20.0,2021-11-22
42301,18.575,2021-11-22
40265,35.0,2021-11-22
198799,13.904,2021-11-22
199585,15.15,2021-11-22
198695,20.0,2021-11-22
13106,17.4,2021-11-22
37709,19.8,2021-11-22
37813,15.5,2021-11-22
197351,43.4,2021-11-22
199505,13.9,2021-11-22
197843,32.0801,2021-11-22
199623,15.0,2021-11-22
197895,30.0,2021-11-22
198687,22.0,2021-11-22
29294,57.1,2021-11-22
198090,30.3,2021-11-22
198838,15.1,2021-11-22
25626,45.26,2021-11-22
199670,17.4,2021-11-22
20573,44.7,2021-11-22
199679,20.39,2021-11-22
198970,16.0,2021-11-22
199691,23.1,2021-11-22
21161,24.5,2021-11-22
35978,24.45,2021-11-22
199693,48.7,2021-11-22
199662,16.2402,2021-11-22
197961,16.22,2021-11-22
199703,28.0,2021-11-22
36279,22.044,2021-11-22
198762,21.0,2021-11-22
199723,25.52,2021-11-22
37107,15.65,2021-11-22
199270,13.9,2021-11-22
197710,27.2274,2021-11-22
199281,35.3,2021-11-22
38291,26.51,2021-11-22
197935,30.0,2021-11-22
198796,18.5,2021-11-22
42566,38.98,2021-11-22
36335,26.03,2021-11-22
37256,20.0,2021-11-22
42595,22.368,2021-11-22
198168,13.94,2021-11-22
40254,35.02,2021-11-22
198983,22.04,2021-11-22
198635,34.1513,2021-11-22
198552,48.0,2021-11-22
198384,13.92,2021-11-22
40590,16.25,2021-11-22
197193,26.7,2021-11-22
40988,27.84,2021-11-22
198303,26.1915,2021-11-22
198737,15.44,2021-11-22
199871,16.053,2021-11-22
37078,54.0,2021-11-22
197783,20.0,2021-11-22
31695,40.0,2021-11-22
198936,38.9028,2021-11-22
40421,29.48,2021-11-22
36439,24.5,2021-11-22
199957,10.0,2021-11-22
199987,12.7733,2021-11-22
197759,11.752,2021-11-22
198492,15.0,2021-11-22
200031,22.51,2021-11-22
197821,17.28,2021-11-22
197645,24.65,2021-11-22
40689,15.0,2021-11-22
200125,16.25,2021-11-22
198837,16.25,2021-11-22
198360,20.0,2021-11-22
198364,19.0,2021-11-22
198237,12.35,2021-11-22
200175,31.0,2021-11-22
197177,25.45,2021-11-23
8050,46.14,2021-11-26
38543,25.0,2021-11-22
5852,26.0,2021-11-22
198697,13.9,2021-11-22
30826,20.0,2021-11-22
198909,22.133,2021-11-22
198664,44.04,2021-11-22
197285,11.97,2021-11-22
30851,39.15,2021-11-22
42272,23.77,2021-11-22
198829,21.747,2021-11-22
21354,9.75,2021-11-22
24754,43.0,2021-11-22
199111,30.75,2021-11-22
20084,44.43,2021-11-23
21404,20.0,2021-11-22
198828,39.4402,2021-11-22
199135,11.5723,2021-11-22
197910,27.55,2021-11-22
197662,11.2,2021-11-22
41483,11.2,2021-11-22
199012,36.0,2021-11-22
199228,26.05,2021-11-22
197933,18.8,2021-11-22
198206,43.4811,2021-11-22
43366,240.0,2021-11-23
199700,14.0,2021-11-23
199710,17.4,2021-11-23
38304,23.0,2021-11-23
29279,25.0,2021-11-23
35942,22.5,2021-11-23
197869,27.85,2021-11-23
40352,29.75,2021-11-23
28873,20.0,2021-11-23
37113,27.85,2021-11-23
198047,25.0,2021-11-23
42008,16.2,2021-11-23
36880,50.75,2021-11-23
197266,20.65,2021-11-23
197271,23.48,2021-11-23
198779,12.7643,2021-11-23
199256,16.25,2021-11-23
198538,17.4,2021-11-23
198638,22.2,2021-11-23
36618,31.0,2021-11-23
199873,28.3706,2021-11-23
197375,16.25,2021-11-23
41234,16.25,2021-11-23
199891,16.2403,2021-11-23
199915,12.87,2021-11-23
42613,13.1,2021-11-23
199141,42.0,2021-11-23
200179,11.23,2021-11-23
28994,38.79,2021-11-23
197293,27.3,2021-11-23
41914,24.0,2021-11-23
29635,24.04,2021-11-23
41795,13.93,2021-11-23
198348,22.8,2021-11-23
36287,19.722,2021-11-23
199163,6.4,2021-11-23
198053,19.6901,2021-11-23
199187,43.5,2021-11-23
11798,41.0803,2021-11-23
199207,19.72,2021-11-23
198915,34.947,2021-11-23
6463,22.0,2021-11-23
199227,28.1394,2021-11-23
38336,27.0,2021-11-23
198754,21.64,2021-11-23
25262,39.7,2021-11-26
41728,40.82,2021-11-23
40113,19.722,2021-11-23
25417,20.0,2021-11-23
38696,20.0,2021-11-23
20969,54.28,2021-11-23
30728,51.04,2021-11-23
198282,18.56,2021-11-23
41586,41.3,2021-11-23
197319,22.1652,2021-11-23
10316,44.23,2021-11-27
197209,18.9201,2021-11-23
9921,29.0,2021-11-23
199418,30.0,2021-11-23
37863,16.0,2021-11-23
13487,20.0,2021-11-23
9631,48.415,2021-11-23
41324,18.56,2021-11-23
24486,23.91,2021-11-23
40133,45.51,2021-11-23
37184,23.0,2021-11-23
198711,25.52,2021-11-23
38550,19.3,2021-11-23
36933,20.0,2021-11-23
30757,30.55,2021-11-23
37591,16.0,2021-11-23
198001,18.55,2021-11-23
24810,23.0,2021-11-23
198456,22.27,2021-11-23
37817,13.0,2021-11-23
197281,18.56,2021-11-23
198148,22.0334,2021-11-23
41659,35.4,2021-11-23
25893,13.9,2021-11-23
36159,19.9,2021-11-23
199631,12.0,2021-11-23
197513,80.0,2021-11-23
31210,26.8,2021-11-23
40828,34.237,2021-11-26
11435,47.8,2021-11-23
198422,27.5,2021-11-23
197699,20.0,2021-11-23
24336,26.0,2021-11-23
21868,34.78,2021-11-23
197617,15.0,2021-11-23
199689,21.9551,2021-11-23
41709,26.0,2021-11-23
17108,0.02,2021-10-26
42977,0.04,2021-10-31
16526,0.08,2021-10-31
43049,0.34,2021-10-31
19844,0.52,2021-10-31
42956,0.53,2021-10-31
19801,1.22,2021-10-31
17377,1.38,2021-10-31
19279,1.95,2021-10-31
17080,3.56,2021-10-31
16985,4.2,2021-10-31
17019,5.56,2021-10-31
19814,18.57,2021-10-31
16986,6.94,2021-10-31
42959,7.68,2021-10-31
17111,8.41,2021-10-31
22076,110.0,2021-11-25
17241,9.78,2021-10-31
19802,9.79,2021-10-31
17109,9.98,2021-10-31
17162,10.0,2021-10-31
17342,10.0,2021-10-31
16146,10.0,2021-10-31
18910,10.0,2021-10-31
15984,10.0,2021-10-31
17882,10.0,2021-10-31
16776,10.0,2021-10-31
19864,10.44,2021-10-31
16988,10.55,2021-10-31
16987,12.09,2021-10-31
17113,11.53,2021-10-31
17112,18.41,2021-10-31
18124,13.0,2021-10-31
43016,13.05,2021-10-31
43005,0.07,2021-10-31
43049,14.17,2021-10-31
43049,37.0,2021-10-31
43049,59.66,2021-10-31
43010,5.11,2021-10-31
43013,11.22,2021-10-31
43023,5.11,2021-10-31
43027,11.22,2021-10-31
43031,5.11,2021-10-31
17080,16.44,2021-10-31
19871,6.43,2021-10-31
16357,20.0,2021-10-31
17411,20.0,2021-10-31
18605,20.0,2021-10-31
19866,20.37,2021-10-31
19865,24.72,2021-10-31
17046,25.0,2021-10-31
18953,25.07,2021-10-31
17167,26.95,2021-10-31
17168,28.35,2021-10-31
18463,27.5,2021-10-31
18756,31.46,2021-10-31
19280,32.04,2021-10-31
17199,34.3,2021-10-31
15780,34.68,2021-10-31
18684,35.35,2021-10-31
19832,19.25,2021-10-31
19833,19.25,2021-10-31
15975,39.0,2021-10-31
18666,40.0,2021-10-31
42892,47.49,2021-10-31
43067,48.01,2021-10-31
16825,48.43,2021-10-31
17020,49.32,2021-10-31
16526,53.92,2021-10-31
19839,27.53,2021-10-31
19840,27.53,2021-10-31
43059,55.01,2021-10-31
43060,55.07,2021-10-31
19593,58.0,2021-10-31
43011,58.36,2021-10-31
17300,58.51,2021-10-31
19957,65.0,2021-10-31
42986,66.25,2021-10-31
42947,72.79,2021-10-31
42982,72.93,2021-10-31
18632,73.15,2021-10-31
18594,75.3,2021-10-31
42927,75.47,2021-10-31
42921,81.02,2021-10-31
42902,100.99,2021-11-25
15805,105.55,2021-10-31
16851,53.03,2021-10-31
16852,53.03,2021-10-31
19852,120.48,2021-10-31
43040,19.65,2021-10-31
43048,104.05,2021-10-31
25529,14.51,2021-11-26
38587,15.0,2021-11-26
42128,20.0,2021-11-26
42325,20.88,2021-11-26
197354,143.0,2021-11-26
8341,95.002,2021-11-26
199297,29.2,2021-11-26
42259,29.1,2021-11-26
198808,30.65,2021-11-26
41046,41.5,2021-11-26
12590,40.0,2021-11-26
41165,25.82,2021-11-26
30810,25.0,2021-11-26
37869,30.18,2021-11-26
21602,21.75,2021-11-26
41756,22.0438,2021-11-26
37816,32.5,2021-11-26
36573,25.0,2021-11-26
198432,34.4,2021-11-26
198744,17.4002,2021-11-26
37636,31.09,2021-11-26
199374,12.0,2021-11-26
197485,22.943,2021-11-26
197338,44.1,2021-11-26
9801,16.0,2021-11-26
41252,17.8004,2021-11-26
31141,30.1624,2021-11-26
38369,49.82,2021-11-26
37904,16.0,2021-11-26
198304,30.0,2021-11-26
198940,16.6,2021-11-26
41488,26.4929,2021-11-26
36219,18.42,2021-11-26
41798,50.12,2021-11-26
13391,37.12,2021-11-26
24262,66.873,2021-11-30
24130,40.0,2021-11-26
197779,26.0,2021-11-26
198674,23.7,2021-11-26
12922,20.87,2021-11-26
198294,34.0,2021-11-26
42471,23.55,2021-11-26
6646,30.0,2021-11-26
198176,39.902,2021-11-26
198532,34.05,2021-11-26
198405,51.04,2021-11-26
37317,50.0,2021-11-26
199411,20.0,2021-11-26
29474,24.0,2021-11-26
30898,20.0,2021-11-26
197943,15.8,2021-11-26
11237,21.0,2021-11-26
199529,18.25,2021-11-26
198366,13.5913,2021-11-26
199537,13.9,2021-11-26
41380,37.0,2021-11-26
24268,26.552,2021-11-26
197519,22.4,2021-11-26
198943,21.858,2021-11-26
13499,17.0,2021-11-26
37371,47.65,2021-11-26
199175,14.6,2021-11-26
198082,22.04,2021-11-26
198693,27.0,2021-11-26
198546,26.0,2021-11-26
21792,34.3,2021-11-26
37248,20.0,2021-11-26
25039,15.5,2021-11-26
11683,25.0,2021-11-26
24125,41.0,2021-11-26
21803,44.85,2021-11-26
37183,42.0,2021-11-26
21811,25.0,2021-11-26
197696,31.7,2021-11-26
12191,34.1,2021-11-26
198948,24.0,2021-11-26
197461,18.5701,2021-11-26
199367,14.0,2021-11-26
197586,21.0,2021-11-26
198270,41.25,2021-11-26
40876,17.4,2021-11-26
21839,38.66,2021-11-26
40847,17.4,2021-11-26
198893,20.0,2021-11-26
198468,18.0,2021-11-26
199325,21.01,2021-11-26
36792,25.0,2021-11-26
13449,27.8,2021-11-26
41292,17.0,2021-11-26
40092,12.5302,2021-11-26
198268,15.27,2021-11-26
40750,17.0,2021-11-26
31396,18.85,2021-11-26
197713,27.5,2021-11-26
198221,25.0,2021-11-26
197655,13.84,2021-11-26
198224,20.0,2021-11-26
24582,22.05,2021-11-26
197522,19.75,2021-11-26
197427,18.0,2021-11-26
38328,27.682,2021-11-26
199704,26.0,2021-11-26
40068,20.0,2021-11-26
25102,13.92,2021-11-26
36197,24.0,2021-11-26
198259,21.3,2021-11-26
24127,28.05,2021-11-26
39968,29.65,2021-11-26
38175,17.5,2021-11-26
36485,26.74,2021-11-26
30945,34.804,2021-11-29
21699,15.0,2021-11-26
41416,32.65,2021-11-26
40547,23.0,2021-11-26
199747,28.6,2021-11-26
197455,11.35,2021-11-26
20845,104.4001,2021-11-26
198947,20.0,2021-11-26
199748,14.0,2021-11-26
41478,28.39,2021-11-26
40866,25.1419,2021-11-26
198000,27.0,2021-11-26
199766,18.0,2021-11-26
199770,31.2826,2021-11-26
31639,17.15,2021-11-26
40091,30.0733,2021-11-26
38101,32.5,2021-11-26
197839,16.26,2021-11-26
199573,11.35,2021-11-26
42088,22.0,2021-11-26
37157,31.38,2021-11-26
199045,19.7,2021-11-26
199796,16.15,2021-11-26
40275,22.0,2021-11-26
198528,13.9,2021-11-26
198994,13.95,2021-11-26
31672,13.85,2021-11-26
198427,18.05,2021-11-26
40877,10.06,2021-11-26
199808,16.25,2021-11-26
197968,13.05,2021-11-26
198459,13.92,2021-11-26
41493,21.2,2021-11-26
36645,32.55,2021-11-26
42085,17.7,2021-11-26
36602,32.6,2021-11-26
199821,16.62,2021-11-26
37373,18.25,2021-11-26
199829,12.7571,2021-11-26
197606,32.4802,2021-11-26
198208,25.0,2021-11-26
25310,20.55,2021-11-26
36208,15.0,2021-11-26
198293,24.35,2021-11-26
198048,14.0,2021-11-26
198115,32.5,2021-11-26
25277,21.8903,2021-11-26
199839,13.0,2021-11-26
36779,21.9052,2021-11-26
40388,22.05,2021-11-26
42537,16.0,2021-11-26
198722,17.4,2021-11-26
41588,16.24,2021-11-26
40672,24.75,2021-11-26
198438,36.12,2021-11-26
199862,13.92,2021-11-26
199717,12.0,2021-11-26
197246,24.35,2021-11-26
197484,12.25,2021-11-26
199880,22.2219,2021-11-26
40745,17.4,2021-11-26
31704,20.0,2021-11-26
197765,30.25,2021-11-26
197761,31.55,2021-11-26
35755,29.7,2021-11-26
199895,26.0423,2021-11-26
38393,14.0,2021-11-26
198283,23.55,2021-11-26
197947,16.25,2021-11-26
42324,12.0,2021-11-26
38092,28.536,2021-11-26
199635,11.4,2021-11-26
200071,21.0,2021-11-26
200081,17.0,2021-11-26
200155,14.37,2021-11-26
198542,16.25,2021-11-26
197533,39.3,2021-11-26
25748,14.0,2021-11-26
28868,26.37,2021-11-26
40487,19.72,2021-11-26
38489,10.0,2021-11-26
199077,17.0,2021-11-26
198433,16.76,2021-11-26
198088,17.0,2021-11-26
199104,26.716,2021-11-26
25706,13.8,2021-11-26
24601,23.0,2021-11-26
9147,35.7,2021-11-26
199116,17.15,2021-11-26
199117,46.6,2021-11-26
42251,16.0,2021-11-26
25049,27.4,2021-11-26
37968,20.0,2021-11-26
41594,28.03,2021-11-26
40117,13.85,2021-11-26
198130,25.38,2021-11-26
199162,16.0,2021-11-26
199173,19.72,2021-11-26
41779,22.055,2021-11-26
197731,10.85,2021-11-26
24301,30.13,2021-11-26
199189,44.08,2021-11-26
199126,20.35,2021-11-26
38703,26.6762,2021-11-26
197652,23.2922,2021-11-26
38529,16.0,2021-11-26
35772,28.25,2021-11-26
31142,21.12,2021-11-26
38014,20.9,2021-11-26
24759,28.0,2021-11-26
42536,20.88,2021-11-26
41546,25.0,2021-11-26
8546,39.2,2021-11-26
25225,30.0,2021-11-26
43345,100.0,2021-11-27
22063,60.0,2021-11-27
42640,224.221,2021-12-02
38614,27.15,2021-11-27
197463,25.0,2021-11-27
198188,30.0,2021-11-27
20974,23.0,2021-11-27
40867,97.853,2021-11-30
199384,27.9,2021-11-27
197754,44.08,2021-11-27
198500,13.92,2021-11-27
198401,22.0,2021-11-27
199113,42.1961,2021-11-27
38437,25.0,2021-11-27
198274,42.99,2021-11-27
20864,20.0,2021-11-29
24371,51.751,2021-11-27
41979,36.52,2021-11-27
12084,37.05,2021-11-27
197326,20.5,2021-11-27
10177,20.416,2021-11-27
198643,27.84,2021-11-27
199089,26.3,2021-11-27
197217,22.08,2021-11-27
41630,26.0,2021-11-27
41573,19.16,2021-11-27
198295,16.85,2021-11-27
41157,12.0,2021-11-27
199307,26.45,2021-11-27
197775,18.05,2021-11-27
197464,26.94,2021-11-27
198623,30.25,2021-11-27
197672,36.05,2021-11-27
197478,24.36,2021-11-27
198363,15.5,2021-11-27
25306,21.6,2021-11-27
199718,83.1,2021-11-27
37517,23.42,2021-11-27
29281,21.0,2021-11-27
21273,9.75,2021-11-27
197719,30.0,2021-11-27
41544,18.0,2021-11-27
198540,13.92,2021-11-27
31649,24.15,2021-11-27
197557,22.0,2021-11-27
199778,24.7201,2021-11-27
198402,32.7,2021-11-27
199474,13.9243,2021-11-27
198896,11.34,2021-11-27
199836,22.01,2021-11-27
199622,25.0,2021-11-27
36499,12.6,2021-11-27
36656,13.908,2021-11-27
198317,30.25,2021-11-27
199048,12.2,2021-11-27
198986,19.5,2021-11-27
198571,9.75,2021-11-27
198102,21.0,2021-11-27
198930,42.0,2021-11-27
37978,25.5,2021-11-27
25400,22.0,2021-11-27
9696,30.0,2021-11-27
41429,32.3581,2021-11-27
198477,36.2623,2021-11-27
197507,23.25,2021-11-27
198212,13.3501,2021-11-27
24889,10.0,2021-11-27
41513,46.0,2021-11-27
199153,250.0,2021-11-27
198503,22.8,2021-11-27
22055,50.0,2021-11-29
43378,100.0,2021-11-29
43402,150.0,2021-11-29
40329,11.4,2021-11-29
42494,27.26,2021-11-29
40073,22.35,2021-11-29
40212,15.0,2021-11-29
24184,51.0451,2021-11-29
40195,31.03,2021-11-29
199030,20.88,2021-11-29
41153,25.95,2021-11-29
197532,16.0,2021-11-29
198824,27.7604,2021-11-29
198462,9.75,2021-11-29
198622,17.4,2021-11-29
197846,21.25,2021-11-29
199092,177.72,2021-11-29
198821,42.9002,2021-11-29
198976,26.7,2021-11-29
199091,37.392,2021-11-29
199397,37.55,2021-11-29
25173,23.0325,2021-11-29
199436,38.528,2021-11-29
199438,25.0,2021-11-29
40333,12.0,2021-11-29
199004,58.65,2021-11-29
198454,17.4,2021-11-29
37884,26.1,2021-11-29
41160,18.9,2021-11-29
199451,22.18,2021-11-29
24256,29.11,2021-11-29
